"","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","Treatment","Y","Xi"
"1",0.808935492997989,0.91022904519923,0.544268305646256,0.01285031135194,0.987064061919227,0.313071108423173,0.871328762965277,0.346656304551288,0.705467862309888,0.165235510095954,1,0.315912979755891,1
"2",0.311134940944612,0.723778817337006,0.137724347179756,0.317898278590292,0.650511679705232,0.902682969113812,0.238355657085776,0.642015362624079,0.663589648669586,0.369770143646747,0,0.647659479221462,0
"3",0.0189161407761276,0.720542829949409,0.736546124098822,0.858085512183607,0.990839971229434,0.838961758650839,0.599971043411642,0.162466652458534,0.567163335392252,0.608397735282779,1,0.579286251967154,1
"4",0.31377949542366,0.903175057610497,0.655077970353886,0.447343742474914,0.858574389480054,0.980292300228029,0.264919965993613,0.670706257689744,0.0611623427830637,0.232914684573188,0,0.459339895885677,0
"5",0.271599132101983,0.253705199342221,0.475229498697445,0.915247275261208,0.319518771255389,0.745475933654234,0.2728137425147,0.176152677973732,0.439796767197549,0.151511367876083,1,0.637027636347765,0
"6",0.680540130008012,0.128377713263035,0.48133858339861,0.168958979425952,0.870679985964671,0.0561741997953504,0.352489009732381,0.766790798166767,0.435273567680269,0.246778057189658,1,0.433413744238991,1
"7",0.0775135078001767,0.935746864881366,0.683298576390371,0.112083845306188,0.00390050397254527,0.420661621261388,0.369814134435728,0.584597503067926,0.308220984181389,0.909709940897301,1,0.62670224087028,1
"8",0.710285957669839,0.6464924053289,0.0472729217726737,0.545357142342255,0.65752199664712,0.282651878660545,0.272989845136181,0.540782742900774,0.223881302168593,0.154789187945426,0,0.468129781428197,0
"9",0.231515599880368,0.616268645040691,0.35201014415361,0.416242729639634,0.0604613397736102,0.22112200432457,0.216682425700128,0.705967928515747,0.963027641177177,0.681972787249833,1,0.48823637284668,1
"10",0.748972242465243,0.72241116152145,0.971854545874521,0.625078378710896,0.00165729504078627,0.0239258895162493,0.452661325922236,0.0279181385412812,0.0852804952301085,0.357240868965164,1,0.279541634501413,0
"11",0.237052224110812,0.0651992529165,0.613805824890733,0.902719120262191,0.838393555954099,0.59282311052084,0.832419213838875,0.975710322614759,0.234696446219459,0.801739946240559,0,0.328917444404057,0
"12",0.730319173308089,0.537066096207127,0.705659555736929,0.940790798980743,0.703176201088354,0.542104333406314,0.28638681746088,0.993103963788599,0.885672417702153,0.917687461478636,1,0.372838746575407,1
"13",0.212204843293875,0.716120664263144,0.514119690051302,0.218430904205889,0.578833393519744,0.310333500150591,0.507806472713128,0.749331177445129,0.801853323355317,0.447598696220666,1,0.52754365630059,0
"14",0.496349965455011,0.267167070414871,0.341536039253697,0.352956027258188,0.10084842168726,0.0389446881599724,0.850591844180599,0.936790282838047,0.482469948241487,0.498018329730257,0,0.470535847528906,0
"15",0.630959568778053,0.516269800253212,0.255330092972144,0.740108689991757,0.722643440822139,0.67305974336341,0.819584646029398,0.0274370342958719,0.354575686622411,0.281326067633927,0,0.572941576898284,0
"16",0.895661569200456,0.367781640496105,0.91362440562807,0.681385700358078,0.42473899689503,0.58658529073,0.338346801232547,0.673302138922736,0.0226511287037283,0.471032867440954,1,0.452703281992273,0
"17",0.478274490917102,0.47690670308657,0.38677595066838,0.562145110452548,0.434801084222272,0.75929927546531,0.566735650179908,0.569240645039827,0.0412945004645735,0.721844301791862,0,0.35873298542243,0
"18",0.397426937939599,0.828160768840462,0.846647232305259,0.916364607866853,0.0895027725491673,0.743219803087413,0.58412923454307,0.898772409185767,0.291444956324995,0.855795016512275,0,0.617449809252529,0
"19",0.403355455957353,0.611003715312108,0.933829922461882,0.862837683875114,0.626935191918164,0.101102265296504,0.406303035095334,0.45789922750555,0.16065811808221,0.958300865488127,1,0.296271122368812,1
"20",0.960487932898104,0.290460323216394,0.0899601392447948,0.79240481602028,0.456089189043269,0.101337400265038,0.202582980971783,0.900782434502617,0.227372267749161,0.705658312654123,0,0.436475199747228,0
"21",0.26132811116986,0.695910135516897,0.411400355165824,0.167111051967368,0.562199915759265,0.80332056293264,0.370670568430796,0.456252533011138,0.630978574277833,0.565512107685208,0,0.364337061209986,0
